name,overview,popularity,vote_average,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,first_air_year,in_production_True
Worst Cooks in America,"12 to 16 contestants with poor cooking skills are taken through an eight-week culinary boot camp, to earn a cash prize of $25,000. The recruits are trained on the various basic cooking techniques including: baking, knife skills, temperature, seasoning and preparation. The final challenge is to cook a restaurant quality three-course meal for three food critics.",0.11610953549316094,0.6200000000000001,0.0011516314779270633,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.0,True
The Andy Griffith Show,"The Andy Griffith Show is an American sitcom first televised on CBS between October 3, 1960 and April 1, 1968. Andy Griffith portrays the widowed sheriff of the fictional small community of Mayberry, North Carolina. His life is complicated by an inept, but well-meaning deputy, Barney Fife, a spinster aunt and housekeeper, Aunt Bee, and a precocious young son, Opie. Local ne'er-do-wells, bumbling pals, and temperamental girlfriends further complicate his life. Andy Griffith stated in a Today Show interview, with respect to the time period of the show: ""Well, though we never said it, and though it was shot in the '60s, it had a feeling of the '30s. It was when we were doing it, of a time gone by.""

The series never placed lower than seventh in the Nielsen ratings and ended its final season at number one. It has been ranked by TV Guide as the 9th-best show in American television history. Though neither Griffith nor the show won awards during its eight-season run, series co-stars Knotts and Bavier accumulated a combined total of six Emmy Awards. The show, a semi-spin-off from an episode of The Danny Thomas Show titled ""Danny Meets Andy Griffith"", spawned its own spin-off series, Gomer Pyle, U.S.M.C., a sequel series, Mayberry R.F.D., and a reunion telemovie, Return to Mayberry. The show's enduring popularity has generated a good deal of show-related merchandise. Reruns currently air on TV Land, and the complete series is available on DVD. All eight seasons are also now available by streaming video services such as Netflix.",0.20382674234122836,0.7526,0.005800810407336319,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1960.0,False
Love Island,"American version of the British dating reality competition in which ten singles come to stay in a villa for a few weeks and have to couple up with one another. Over the course of those weeks, they face the public vote and might be eliminated from the show. Other islanders join and try to break up the couples.",0.1882255428810169,0.7121000000000001,0.005971422478140328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019.0,True
World War Two,"Follow the deadliest conflict in human history in real time, week by week, blow by blow.",0.13531329129340686,0.8,0.00012795905310300704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018.0,True
The Real Housewives of New Jersey,"We head to the Garden State for this installment of the “Housewives” franchise, focusing on affluent Jersey girls who are more than just friends. The cast has changed through the seasons but the featured housewives through the years have included Caroline Manzo, a devoted wife and mother of three adult children; former Las Vegas cosmetologist Jacqueline Laurita, who is now a full-time housewife; and Teresa Giudice, a mother of four who runs her household without help from a nanny or personal assistant.",0.1115829359116744,0.6263000000000001,0.002431222008957134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0,True
Kamen Rider,"Takeshi Hongo is a promising young man with a passion for motorcycle racing. However, his dreams are suddenly ruined when he gets kidnapped by Shocker, the evil secret organization planning to dominate the world. After being remodeled into a cyborg, Takeshi escapes and swears to protect the world from the inhuman monsters.",0.11148954378620209,0.6200000000000001,0.0033695883983791853,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1971.0,True
Chicago P.D.,"A riveting police drama about the men and women of the Chicago Police Department's District 21 who put it all on the line to serve and protect their community. District 21 is made up of two distinctly different groups: the uniformed cops who patrol the beat and go head-to-head with the city's street crimes and the Intelligence Unit that combats the city's major offenses - organized crime, drug trafficking, high profile murders and beyond.",0.1751522168170033,0.8423,0.09963744934954148,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014.0,True
Arrow,"Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.",0.21804030543715036,0.6817000000000001,0.2490936233738537,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012.0,False
American Experience,TV's most-watched history series brings to life the compelling stories from our past that inform our understanding of the world today.,0.10837145909705531,0.75,0.0011516314779270633,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1988.0,True
Hey Arnold!,"The daily life of Arnold--a fourth-grader with a wild imagination, street smarts and a head shaped like a football.",0.16892053744474209,0.8022,0.03757730859458307,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996.0,False
Saved by the Bell: The New Class,"Saved by the Bell: The New Class is a spin-off of the Saved by the Bell series which ran from September 11, 1993 to January 8, 2000. The series lasted for seven seasons on NBC as a part of the network's TNBC Saturday morning line-up. It was the fourth incarnation of the franchise.

The show had the same concept as the original series but featured a new group of students now roaming the halls of the fictional Bayside High School. Mr. Belding, played by Dennis Haskins, remained as the school's principal. Many of the stories were recycled plots of its parent series. The first season cast included Robert Sutherland Telfer, Jonathan Angel, Isaac Lidsky, Natalia Cigliuti, Bianca Lawson, and Bonnie Russavage. Unlike the original series, which featured very few major cast changes throughout its run, The New Class regularly changed its core cast with Mr. Belding being the only constant factor.

The series was universally panned by critics and most fans of the original series and is one of the worst reviewed teen shows, but had a positive reception to new fans of the franchise.",0.10743955834504665,0.5700000000000001,0.001492855619535082,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993.0,False
Watch What Happens Live with Andy Cohen,Bravo network executive Andy Cohen discusses pop culture topics with celebrities and reality show personalities.,0.17819374690329898,0.5,0.002345915973555129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0,True
The Young Marrieds,"The Young Marrieds is an American daytime soap opera which aired on ABC from October 5, 1964 to March 25, 1966.

The program was created by James Elward and written by Elward with Frances Rickett. Authors John Pascal and Francine Pascal also wrote for the series. It was produced in Hollywood by Selig Seligman through his production company Selmur Productions. Producers included Richard Dunn and Eugene Barr. The serial was directed by Frank Pacelli.

Mike Lawrence was the series announcer.",0.17382115452872113,0.30000000000000004,8.530603540200469e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964.0,False
Weeds,"After the unexpected death of her husband, a suburban mom resorts to selling weed to support her family.",0.10381028646911988,0.7458,0.035572616762635956,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2005.0,False
Grizzy & the Lemmings,"The forest ranger's house is the only area of human civilization in the middle of untamed wilderness in a vast natural reserve in Canada. When the ranger is away, a bear named Grizzy feels that the ranger's house is his territory, given that bears sit at the top of the food chain. After making his way inside the home, Grizzy takes advantage of all the modern conveniences there, including a comfortable sofa, air conditioning and fully equipped kitchen. He's not alone, though, because a group of small creatures called lemmings also populate the ranger's house when he is away. Because Grizzy and the lemmings are not civilized enough to live together in peace, it becomes an atmosphere of madness when the two sides try to outdo each other with tricks.",0.10318595113032536,0.6727000000000001,0.0009383663894220516,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0,True
Doctor-X: Surgeon Michiko Daimon,"Daimon Michiko is a 37-year-old freelance surgeon who is part of a questionable “doctor placement service” that has her wander from hospital to hospital. The harsh environment at the hospitals led many doctors to retire from their positions, forcing hospitals to make use of said program to fill the empty spots at least temporary. However, Michiko doesn’t look like a doctor at all with her flashy clothes and eccentric attitude. In the first episode she raises objections to a certain operation which is planned to be done by the head of a hospital who hasn’t performed an operation for a very long time. This causes Michiko to incur odium at the hospital, however, everyone becomes frozen when Michiko points out the outdated skills of the director. She also holds a scrupulous compliance when it comes to her working hours, never does any unnecessary chores that don’t require a medical license, and couldn’t care less about the power struggles within the hospitals. Nobody knows how she acquired such a top-level skill that allows her to claim exorbitant sums as reward, but her private life is an even greater mystery to everyone around her. Tanaka plays a rookie surgeon, Uchida an anesthetist, Kishibe the head of the placement service, and Ito the head of the surgical department of this institution.",0.1026278433805076,0.75,0.0011516314779270633,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2012.0,False
"Mary Hartman, Mary Hartman","In the fictional town of Fernwood, Ohio, suburban housewife Mary Hartman seeks the kind of domestic perfection promised by Reader’s Digest and TV commercials. Instead she finds herself suffering the slings and arrows of outrageous fortune: mass murders, low-flying airplanes and waxy yellow buildup on her kitchen floor.",0.1572076832085224,0.6273,0.0004691831947110258,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1976.0,False
Death in Paradise,A brilliant but idiosyncratic British detective and his resourceful local team solve baffling murder mysteries on the fictional Caribbean island of Saint-Marie.,0.17579361417872066,0.7400000000000001,0.010322030283642567,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2011.0,True
2 Broke Girls,"Comedy about the unlikely friendship that develops between two very different young women who meet waitressing at a diner in trendy Williamsburg, Brooklyn, and form a bond over one day owning their own successful cupcake business. Only one thing stands in their way – they’re broke.",0.15920865439682721,0.7191000000000001,0.06287054809127746,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011.0,False
Forged in Fire,Competitors re-create weapons from historical periods ranging from Japanese katanas to medieval broadswords to ancient throwing blades. Each entry is judged on its artistry as well as its functionality and accuracy.,0.10238426055325406,0.7953000000000001,0.005886116442738324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015.0,True
The Wonder Years,"The story of Kevin Arnold facing the trials and tribulations of youth while growing up during the 1960s and 70s. Told through narration from an adult Kevin, Kevin faces the difficulties of maintaining relationships and friendships on his enthralling journey into adulthood.",0.1448204300662478,0.8327,0.04137342716997228,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1988.0,False
Mom,"Aan irreverent and outrageous take on true family love‐and dysfunction. Newly sober single mom Christy struggles to raise two children in a world full of temptations and pitfalls. Testing her sobriety is her formerly estranged mother, now back in Christy's life and eager to share passive-aggressive insights into her daughter's many mistakes.",0.11924198820161115,0.7315,0.0235871187886543,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013.0,False
CSI: Miami,"CSI: Miami follows Crime Scene Investigators working for the Miami-Dade Police Department as they use physical evidence, similar to their Las Vegas counterparts, to solve grisly murders. The series mixes deduction, gritty subject matter, and character-driven drama in the same vein as the original series in the CSI franchise, except that the Miami CSIs are cops first, scientists second.",0.14443473854807126,0.77,0.06619748347195564,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2002.0,False
I Dream of Jeannie,"While on a mission, American astronaut Captain Tony Nelson is forced to make an emergency landing that will forever change his life. On a deserted South Pacific island, Captain Nelson happens upon a bottle containing a beautiful two-thousand-year-old female genie named Jeannie. Rescuing her from the bottle nets Tony the requisite three wishes, and then some, when Jeannie pledges total devotion to her new ""master"".",0.1389017041144395,0.7832,0.031691192151844745,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1965.0,False
The Rookie,"Starting over isn’t easy, especially for small-town guy John Nolan who, after a life-altering incident, is pursuing his dream of being an LAPD officer. As the force’s oldest rookie, he’s met with skepticism from some higher-ups who see him as just a walking midlife crisis.",0.1864331324729135,0.8417,0.07976114310087438,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2018.0,True
The Tonight Show Starring Johnny Carson,"The Tonight Show Starring Johnny Carson is a talk show hosted by Johnny Carson under The Tonight Show franchise from 1962 to 1992. It originally aired during late-night. For its first ten years, Carson's Tonight Show was based in New York City with occasional trips to Burbank, California; in May 1972, the show moved permanently to Burbank, California. In 2002, The Tonight Show Starring Johnny Carson was ranked #12 on TV Guide's 50 Greatest TV Shows of All Time.",0.1361973734811713,0.73,0.0028150991682661546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962.0,False
The Henry Ford's Innovation Nation,"The Henry Ford’s Innovation Nation is a weekly Saturday morning show on CBS that showcases present-day change-makers from all over the world who are creating solutions to real needs. It is hosted by news correspondent and CBS Sunday Morning regular Mo Rocca. Each episode presents stories related to the process of innovation and also includes one story on The Henry Ford—its Archive of American Innovation, its unique visitor experiences and its unparalleled expertise. The intent is to stimulate curiosity and to inspire audiences with entertaining yet educational stories about yesterday and today’s visionaries and turning points that changed the course of history, as well as innovations and inventions that are changing the world today. The Henry Ford’s Innovation Nation is produced in partnership by The Henry Ford and Litton Entertainment, a leading independent production and distribution company.",0.1783749186467032,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2014.0,True
